16.12.2013 29.076   111.3927 5.1	
16.06.2017 29.03647 111.433  4.3	
18.06.2017 29.04746 111.4613 4.1	
22.11.2008 29.98275 111.7789 4.1	
26.03.2014 29.94508 111.7473 4.3	
29.03.2014 29.93792 111.7738 4.7	
