30,-0.560639345135149,-0.728440386750223,-0.728552804994143,-0.0177079983001225,1.77711201673505,0.419783649647486,0.000281045609799323,0.419502604037687
60,-1.96720217187038,-4.87487498734941,-4.87983944231791,-0.290883045046548,11.4723909931784,7.28159317611882,0.0124111374212404,7.26918203869757
90,-1.02024365859195,-5.33520900446398,-5.35632713651119,-0.303007439438017,12.6332992426829,10.8402086947981,0.0527953301180144,10.7874133646801
120,-0.774649585318027,-5.26472637909849,-5.35632713651119,-0.303007439438017,12.6332992426829,11.4541938779829,0.229001893531748,11.2251919844512
150,-0.746706307215987,-5.11532120722363,-5.35632713651119,-0.303007439438017,12.6332992426829,11.524052073238,0.602514823218886,10.9215372500191
180,-0.825181953508877,-4.98395423938089,-5.42294975830132,-0.305066437892584,12.7947083010218,11.4944195119811,1.09748879730107,10.39693071468
210,-0.993772207112452,-5.08146456129536,-5.73453531512025,-0.315464060707054,13.547678136033,11.8519077700195,1.63267688456222,10.2192308854573
240,-0.996786214189347,-4.88502840954713,-5.75004389046935,-0.316008348296637,13.5850888554318,11.8831441907,2.16253870230554,9.72060548839447
270,-1.05417696909605,-4.66988559224228,-5.73970484023661,-0.315645489903578,13.5601483758326,11.7138196778514,2.67454811998584,9.03927155786561
300,-1.10772349219207,-4.4457022818207,-5.71127245209659,-0.314647629322681,13.4915620569348,11.5088723997613,3.16392542568972,8.34494697407161
330,-1.12100367619731,-4.11003010457033,-5.55884289823995,-0.30925496018703,13.1239698451323,11.0945980551066,3.62203198417406,7.47256607093255
360,-1.23937209802942,-4.03708997949426,-5.65440955573962,-0.312650842165145,13.3543967839362,11.0375936442755,4.04329894061339,6.99429470366214
390,-1.23823542683643,-3.83878828542727,-5.60791766830735,-0.310998791473091,13.2422971920857,10.9242056036773,4.42282345720022,6.50138214647703
420,-1.24297599346723,-3.59692647539803,-5.50239025576535,-0.307490696075223,12.9872488992253,10.6485356557453,4.7636594509183,5.88487620482702
